text,label,source,clean_text,predicted_label,predicted_name,true_name,prob_Safe,prob_Offensive,prob_Hate Speech,confidence
"Is it true. 

That you're a mentally ill quadriplegic Talmudic kike?",1,jigsaw,is it true. that you're a mentally ill quadriplegic talmudic kike?,2,Hate Speech,Offensive,0.0053191353,0.0358539,0.9588269,0.9588269
canadians say the word nigger too much thier just dishing out from rap music and throwing it away your full of bird shit,0,hatexplain,canadians say the word nigger too much thier just dishing out from rap music and throwing it away your full of bird shit,2,Hate Speech,Safe,0.0079473425,0.03373772,0.95831496,0.95831496
"Thank, somebody who just was kind for once, I have no intention of returning here as a result of nasty idiots like Daniel, and people who turned their back on me like Anas Salloum, Pedro, Riana, Michaelas10. I hope you enjoy yourself too, I cant be arsed with this place. Please feel free to read the above as its all true in my view.",0,jigsaw,"thank, somebody who just was kind for once, i have no intention of returning here as a result of nasty idiots like daniel, and people who turned their back on me like anas salloum, pedro, riana, michaelas10. i hope you enjoy yourself too, i cant be arsed with this place. please feel free to read the above as its all true in my view.",1,Offensive,Safe,0.037360467,0.9564581,0.0061814026,0.9564581
"Keep. If the data were not useful then WHO would not be publishing it. While I think we can all agree that the charts do not perfectly represent reality, they do correlate to reality. In other words, we are much better informed with these ball-park estimates than being in the dark completely. Trends and variance therein are just as important as actual numbers, if not more so. It's not up to us as mere wikipedia editors to decide that readers are simply too stupid to find any use in this data.",0,jigsaw,"keep. if the data were not useful then who would not be publishing it. while i think we can all agree that the charts do not perfectly represent reality, they do correlate to reality. in other words, we are much better informed with these ball-park estimates than being in the dark completely. trends and variance therein are just as important as actual numbers, if not more so. it's not up to us as mere wikipedia editors to decide that readers are simply too stupid to find any use in this data.",1,Offensive,Safe,0.0334093,0.9561634,0.0104272915,0.9561634
hey!!!!!!! thank you for re-editing my contributions it was really kind of you!!!!!!! i hope you get bowel cancer,2,jigsaw,hey!! thank you for re-editing my contributions it was really kind of you!! i hope you get bowel cancer,0,Safe,Hate Speech,0.95447326,0.038572736,0.0069539635,0.95447326
wonder why he went to a raghead country,1,hatexplain,wonder why he went to a raghead country,2,Hate Speech,Offensive,0.0074328315,0.038745943,0.95382124,0.95382124
"His big ass smile, his eyes is chink.",2,davidson,"his big ass smile, his eyes is chink.",1,Offensive,Hate Speech,0.014331333,0.9501204,0.035548322,0.9501204
"""
""""Years after Hanson's death, will her biographer sit down and include this incident and her reaction? I've written articles on Australian historical figures—from the left and the right—and I don't include petty bullshit like this."""" Further point is that it is irrelevant to her entire life and career. So many Wikipedia articles aren't a proper biography, they're """"slap"""" from this media article, and """"slap"""" from that media article; based on the idea that it was said, or done, so it must be there (irrelevant of how petty or non-notable it is). It's why articles on modern-day 'extremists', whatever their creed, are so bad: because they're just conduits for media crap. (i.e. Something negative was said about the person at hand, so it therefore must be slapped in the article; this is done under the guise of it being """"notable"""", but it is, in reality, just an editor taking an oppourtunity to attack the person at hand.)

Do not think I'm blind. I see through the bullshit, whether it comes from you or the media. I haven't moved away from my earlier points because I'm sticking to my guns; I'm merely elaborating on them further in the hope to getting the point across to you and your comrades.

Nice try at baiting me, though.  talk """,1,jigsaw,""" """"years after hanson's death, will her biographer sit down and include this incident and her reaction? i've written articles on australian historical figures—from the left and the right—and i don't include petty bullshit like this."""" further point is that it is irrelevant to her entire life and career. so many wikipedia articles aren't a proper biography, they're """"slap"""" from this media article, and """"slap"""" from that media article; based on the idea that it was said, or done, so it must be there (irrelevant of how petty or non-notable it is). it's why articles on modern-day 'extremists', whatever their creed, are so bad because they're just conduits for media crap. (i.e. something negative was said about the person at hand, so it therefore must be slapped in the article; this is done under the guise of it being """"notable"""", but it is, in reality, just an editor taking an oppourtunity to attack the person at hand.) do not think i'm blind. i see through the bullshit, whether it comes from you or the media. i haven't moved away from my earlier points because i'm sticking to my guns; i'm merely elaborating on them further in the hope to getting the point across to you and your comrades. nice try at baiting me, though. talk """,0,Safe,Offensive,0.94812995,0.04980611,0.0020639885,0.94812995
without the jews we would not have all those illegals and arabs ur gay,1,hatexplain,without the jews we would not have all those illegals and arabs ur gay,2,Hate Speech,Offensive,0.010823955,0.04133373,0.9478423,0.9478423
fucking arabs and muslims hate dogs say they are dirty etc some even treat their stinky women better than a dog,1,hatexplain,fucking arabs and muslims hate dogs say they are dirty etc some even treat their stinky women better than a dog,2,Hate Speech,Offensive,0.0064556925,0.048341956,0.9452024,0.9452024
"opinion/origin 

It is my opinion that lip stick originated from the placing or vaginal excrement onto lips of women.",1,jigsaw,opinion/origin it is my opinion that lip stick originated from the placing or vaginal excrement onto lips of women.,0,Safe,Offensive,0.94426453,0.044760656,0.010974902,0.94426453
"@BillPeriman @Po_st 
I bet he would have gone ape shit and killed them all if they attacked Muslims.",1,davidson,i bet he would have gone ape shit and killed them all if they attacked muslims.,2,Hate Speech,Offensive,0.00936641,0.046373527,0.94426006,0.94426006
"""
You said """"24 hours to Mewulwe for personal attacks on this page: 'dishonest', 'liar' and 'troll'. An admin board is not a free-fire zone. Mewulwe was asked to withdraw the term 'liar' but he refused."""" To be exact, I did not use the term """"liar"""" but """"lying,"""" and only after Caden used that same term against me first. Now my question is: are the terms """"dishonest,"""" """"lying,"""" and """"troll"""" against other users per se regarded as inadmissible personal attacks, or am I accused of using these terms here without justification? Certainly the fact that the user (Caden) was lying is trivially verifiable (he never made any edit except one brief !vote on Talk:East Germany), and the dishonest behaviour of Darkness Shines (who himself reverted 5 times while launching a complaint against me reverting 3 times, plus making further obviously dishonest statements throughout the complaint) should be equally manifest.   """,1,jigsaw,""" you said """"24 hours to mewulwe for personal attacks on this page 'dishonest', 'liar' and 'troll'. an admin board is not a free-fire zone. mewulwe was asked to withdraw the term 'liar' but he refused."""" to be exact, i did not use the term """"liar"""" but """"lying,"""" and only after caden used that same term against me first. now my question is are the terms """"dishonest,"""" """"lying,"""" and """"troll"""" against other users per se regarded as inadmissible personal attacks, or am i accused of using these terms here without justification? certainly the fact that the user (caden) was lying is trivially verifiable (he never made any edit except one brief !vote on talkeast germany), and the dishonest behaviour of darkness shines (who himself reverted 5 times while launching a complaint against me reverting 3 times, plus making further obviously dishonest statements throughout the complaint) should be equally manifest. """,0,Safe,Offensive,0.9387687,0.059166033,0.0020653482,0.9387687
"it's called LIBERAL DEMENTIA, a social disease void of intelligence, logic, and common sense. Facts will only confuse the dickens out of this person.",1,civil_comments,"it's called liberal dementia, a social disease void of intelligence, logic, and common sense. facts will only confuse the dickens out of this person.",0,Safe,Offensive,0.9384707,0.05601492,0.0055143437,0.9384707
no u do not jewish israel4jewish people u wish u had but u have the nt like ur leaders instructed u can not dance <number> weddings with <number> arse so we jews have the original book because like moham the arabs u did not have <number>,1,hatexplain,no u do not jewish israel4jewish people u wish u had but u have the nt like ur leaders instructed u can not dance weddings with arse so we jews have the original book because like moham the arabs u did not have,2,Hate Speech,Offensive,0.011607875,0.05036823,0.9380239,0.9380239
@user Holder is unhinged !! Brainwashed,0,olid,holder is unhinged !! brainwashed,1,Offensive,Safe,0.008478261,0.93733275,0.05418896,0.93733275
"Would it be easier for you to justify your position if I had disagreed with you in the past? Either way, your behavior is arrogant and your contribution unwanted. Before I answer your question, Samboy, are you, or are you not a complete hypocrite for not signing that post?",0,jigsaw,"would it be easier for you to justify your position if i had disagreed with you in the past? either way, your behavior is arrogant and your contribution unwanted. before i answer your question, samboy, are you, or are you not a complete hypocrite for not signing that post?",1,Offensive,Safe,0.055157006,0.93708533,0.0077576046,0.93708533
"RT @rustymk2: Not. A. Fucking. Charge. Even. As. A. Juvenile. 

If you call #MichaelBrown a thug at this point, just say ""nigger"" cuz it's &#8230;",1,davidson,"rt not. a. fucking. charge. even. as. a. juvenile. if you call michael brown a thug at this point, just say ""nigger"" cuz it's ..",2,Hate Speech,Offensive,0.008882481,0.0541289,0.9369886,0.9369886
@user She should ask a few native Americans what their take on this is.,1,olid,she should ask a few native americans what their take on this is.,0,Safe,Offensive,0.9367516,0.029356364,0.03389201,0.9367516
"What is your problem Man? 

Why do you have to get involved in editing and just barge in like that. You know that is extremely rude and i don't like it.",1,jigsaw,what is your problem man? why do you have to get involved in editing and just barge in like that. you know that is extremely rude and i don't like it.,0,Safe,Offensive,0.93423706,0.06277269,0.0029902712,0.93423706
No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,2,davidson,no one goes into psychiatry to help people. those people are all immoral. everyone who works in that field is pure trash.,1,Offensive,Hate Speech,0.018050931,0.93126494,0.05068422,0.93126494
@user @user It's clear that Trump is President and hillary still can't accept that. Too bad 'ause he's there for 6 more years. #MAGA,1,olid,it's clear that trump is president and hillary still can't accept that. too bad 'ause he's there for 6 more years. maga,0,Safe,Offensive,0.93037415,0.066684075,0.0029417833,0.93037415
turkey is deporting <number> million illegal immigrants from their soil to syria and northern iraq we must deport <number> <number> million illegal immigrants from america just think about it a muslim country deporting millions of muslims refugees no open borders in the middle east,1,hatexplain,turkey is deporting million illegal immigrants from their soil to syria and northern iraq we must deport million illegal immigrants from america just think about it a muslim country deporting millions of muslims refugees no open borders in the middle east,2,Hate Speech,Offensive,0.016962169,0.06341275,0.91962504,0.91962504
attention all lieberal feminazi here a cause for you put on your pussy hats and go get the toxic male responsible for actual pussy grabbing c mon lying bitches still waiting,2,hatexplain,attention all lieberal feminazi here a cause for you put on your pussy hats and go get the toxic male responsible for actual pussy grabbing c mon lying bitches still waiting,1,Offensive,Hate Speech,0.0034479583,0.91369694,0.082855046,0.91369694
You Are Useless on Wikipedia,0,jigsaw,you are useless on wikipedia,1,Offensive,Safe,0.046808682,0.9123726,0.040818755,0.9123726
install writing app on phone connect tiny bluetooth keyboard type up shit on my phone while on my balcony using this ghetto set up good feeling gabwriters,0,hatexplain,install writing app on phone connect tiny bluetooth keyboard type up shit on my phone while on my balcony using this ghetto set up good feeling gabwriters,1,Offensive,Safe,0.020410221,0.90812415,0.07146562,0.90812415
nah its totally cool super fucking hate you tho 🤗,0,hatexplain,nah its totally cool super fucking hate you tho smiling face with open hands,1,Offensive,Safe,0.006810458,0.90488714,0.088302396,0.90488714
<user> then you dont say dyke literally why are you so mad its a fcking slur there even some lesbians who dont want to reclaim it go reclaim queer if you want a slur so bad jfc,0,hatexplain,then you dont say dyke literally why are you so mad its a fcking slur there even some lesbians who dont want to reclaim it go reclaim queer if you want a slur so bad jfc,2,Hate Speech,Safe,0.014378557,0.08186316,0.9037582,0.9037582
"Friend, shooting to maim is not good shooting.",2,civil_comments,"friend, shooting to maim is not good shooting.",0,Safe,Hate Speech,0.90029794,0.08740768,0.01229437,0.90029794
<user> is that why you invite uninoculated and illegal immigrants to run roughshod in wa,1,hatexplain,is that why you invite uninoculated and illegal immigrants to run roughshod in wa,2,Hate Speech,Offensive,0.015160448,0.08849276,0.89634687,0.89634687
<user> who she is doesn ’ t know but muslim not a victim here in india many hindus top mob lynched by muslims,1,hatexplain,who she is doesn ’ t know but muslim not a victim here in india many hindus top mob lynched by muslims,2,Hate Speech,Offensive,0.034237158,0.070618235,0.89514464,0.89514464
Lyin #BrettKavanaugh &amp; His Sexual Assault Accuser Professor #ChristineBlaseyFord Are Willing to Testify Before Senate Committee. #StopKanavaugh #LiesUnderOath #SaveSCOTUS #CorruptGOP #maga #NoManIsAboveTheLaw #TrumpIsGuilty #VoteBlue #VoteBlue2018 via @user,0,olid,lyin brett kavanaugh & his sexual assault accuser professor christine blasey ford are willing to testify before senate committee. stop kanavaugh lies under oath save scotus corrupt gop maga no man is above the law trump is guilty vote blue vote blue2018 via,1,Offensive,Safe,0.092970334,0.8932468,0.01378278,0.8932468
the british empire robbed the palestinian land for the wandering jews,1,hatexplain,the british empire robbed the palestinian land for the wandering jews,2,Hate Speech,Offensive,0.033302303,0.0739722,0.8927255,0.8927255
"""

 Islamophobic material 

A cursory examination of the content of the blog shows a great deal of openly islamophobic material, in contrast to JIDF's self-description as purely opposing anti-Semitism on the web and even the moderate material is overtly slanted in a hateful direction. For example, a headline in response to the Fort Hood massacre is """"It's Islam, Stupid"""". It also supports conspiracy theories that Obama is a """"secret muslim"""" . It also shows [Kahanist] tendencies, posting memorials to controversial, racist anti-Arab figures such as [Meir Kahane].

So far the JIDF has managed to fly under the radar, but it is only a matter of time before notable sources pick up on the hateful content of this site. This can and will be reported on Wikipedia. Until then, taking it's self-published description at face value is unwise. The current, overly positive wikipedia page is a disappointing whitewash.   """,0,jigsaw,""" islamophobic material a cursory examination of the content of the blog shows a great deal of openly islamophobic material, in contrast to jidf's self-description as purely opposing anti-semitism on the web and even the moderate material is overtly slanted in a hateful direction. for example, a headline in response to the fort hood massacre is """"it's islam, stupid"""". it also supports conspiracy theories that obama is a """"secret muslim"""" . it also shows [kahanist] tendencies, posting memorials to controversial, racist anti-arab figures such as [meir kahane]. so far the jidf has managed to fly under the radar, but it is only a matter of time before notable sources pick up on the hateful content of this site. this can and will be reported on wikipedia. until then, taking it's self-published description at face value is unwise. the current, overly positive wikipedia page is a disappointing whitewash. """,1,Offensive,Safe,0.05247768,0.89245117,0.055071164,0.89245117
"WTF is with this place? nazi land? geezus what, everything has to be peer reviewed? Do your own god damn research, it's fact, this isn't speculation. DO NOT remove it again",2,jigsaw,"wtf is with this place? nazi land? geezus what, everything has to be peer reviewed? do your own god damn research, it's fact, this isn't speculation. do not remove it again",1,Offensive,Hate Speech,0.022941394,0.89244044,0.0846181,0.89244044
urban renewal is easy to achieve just ship asians and whites in en masse oh but they will not want to come if ghetto blacks are still there,1,hatexplain,urban renewal is easy to achieve just ship asians and whites in en masse oh but they will not want to come if ghetto blacks are still there,2,Hate Speech,Offensive,0.025144065,0.082920484,0.8919354,0.8919354
<user> <user> this is what radical islamists follow normal everyday muslims do not radical muslims terrerize normal muslims to,0,hatexplain,this is what radical islamists follow normal everyday muslims do not radical muslims terrerize normal muslims to,2,Hate Speech,Safe,0.029935218,0.08097038,0.8890945,0.8890945
<user> <user> she could not be president of the rag head club,1,hatexplain,she could not be president of the rag head club,2,Hate Speech,Offensive,0.01645557,0.10792858,0.87561584,0.87561584
I'll be back whenever I want to.  and then I'll bang your mom.,2,jigsaw,i'll be back whenever i want to. and then i'll bang your mom.,1,Offensive,Hate Speech,0.006408582,0.8719874,0.12160396,0.8719874
"I never told him directly to go die, and also if you tell someone to go die, you know the person isn't going to go kill themselves unless they are suicidal, which I'm sure he is not.",0,jigsaw,"i never told him directly to go die, and also if you tell someone to go die, you know the person isn't going to go kill themselves unless they are suicidal, which i'm sure he is not.",2,Hate Speech,Safe,0.034998607,0.09464826,0.87035316,0.87035316
"Mattyboy786
Hello there. I would just like to tell you how people like me don't appreciate it when nerds like you mess up our time to have fun. Thank you.

Oh, and if you think that I always screw around, just check my edit on Bearded Dragons'Italic text'Italic text'Italic text'''''",0,jigsaw,"mattyboy786 hello there. i would just like to tell you how people like me don't appreciate it when nerds like you mess up our time to have fun. thank you. oh, and if you think that i always screw around, just check my edit on bearded dragons'italic text'italic text'italic text''",1,Offensive,Safe,0.121871,0.86894524,0.009183717,0.86894524
"No, Junior. It's in print and you still cant follow. I never asked you for examples, that is someone else. I pointed out you bias. You then deflected, and now humiliate yourself in public unable to follow a friggin post that's IN PRINT. Junior, if you're not on drugs, get help.",1,civil_comments,"no, junior. it's in print and you still cant follow. i never asked you for examples, that is someone else. i pointed out you bias. you then deflected, and now humiliate yourself in public unable to follow a friggin post that's in print. junior, if you're not on drugs, get help.",0,Safe,Offensive,0.8650921,0.13116358,0.003744309,0.8650921
you can't change consensus with bullying us! if admin board wants to go against consensus then wikipedia is in trouble!,0,jigsaw,you can't change consensus with bullying us! if admin board wants to go against consensus then wikipedia is in trouble!,1,Offensive,Safe,0.11851812,0.8626283,0.018853603,0.8626283
Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ,2,davidson,uncle tom hypocrite!,1,Offensive,Hate Speech,0.012270717,0.86067325,0.127056,0.86067325
these nasty crazy dumb lying white sluts have obviously fucked up my mother and sisters mind with their drugs and lies,1,hatexplain,these nasty crazy dumb lying white sluts have obviously fucked up my mother and sisters mind with their drugs and lies,2,Hate Speech,Offensive,0.013684462,0.13077962,0.85553586,0.85553586
"RT @Racheldoesstuff: ""You gotta have luuuuube/All ya really need is luuuube!""- Dental Dam Yankees",1,davidson,"rt ""you gotta have luube/all ya really need is luube!""- dental dam yankees",0,Safe,Offensive,0.85465646,0.123204045,0.022139441,0.85465646
"FUCK YOU
you fucking faggot!",1,jigsaw,fuck you you fucking faggot!,2,Hate Speech,Offensive,0.00569083,0.14032032,0.8539889,0.8539889
fems you all outchere fucking dykes that need half on the rent,1,hatexplain,fems you all outchere fucking dykes that need half on the rent,2,Hate Speech,Offensive,0.0056905705,0.14054874,0.8537607,0.8537607
Italic textBold textWE'RE ALL GONNA DIE!!!!!!!!! AAARRRGGGH!!!,1,jigsaw,italic textbold textwe're all gonna die!! aarrggh!!,2,Hate Speech,Offensive,0.012271097,0.1376359,0.850093,0.850093
these faggots should read siege,1,hatexplain,these faggots should read siege,2,Hate Speech,Offensive,0.0066750557,0.14590184,0.8474231,0.8474231
@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback.,1,davidson,is my big long lost brother i swear. i don't know what i'd do without this wetback.,2,Hate Speech,Offensive,0.017498512,0.13525675,0.84724474,0.84724474
"RT @nicoleyyrosiee: Remember in 2001 when the Yankees were in Boston and the crowd was cheering USA instead of ""Yankees suck"" I love baseba&#8230;",0,davidson,"rt remember in 2001 when the yankees were in boston and the crowd was cheering usa instead of ""yankees suck"" i love baseba..",1,Offensive,Safe,0.13730726,0.84722126,0.015471502,0.84722126
yeah but it not stopping the chinese women it better if the chinese women get there before the black women for sure,1,hatexplain,yeah but it not stopping the chinese women it better if the chinese women get there before the black women for sure,2,Hate Speech,Offensive,0.059003476,0.09416944,0.8468271,0.8468271
i had an aunt that passed away that the family suspected was a lesbian my mom said we will find out at the funeral the day of the service the church was full of dykes 😩 🤦 🏽 ‍ ♀️ 🤣,1,hatexplain,i had an aunt that passed away that the family suspected was a lesbian my mom said we will find out at the funeral the day of the service the church was full of dykes weary face person facepalming medium skin tone ‍ female sign rolling on the floor laughing,2,Hate Speech,Offensive,0.031052984,0.122158095,0.84678894,0.84678894
also im a fat unfunny crosseyed faggot nerd,1,jigsaw,also im a fat unfunny crosseyed faggot nerd,2,Hate Speech,Offensive,0.0060498933,0.15050338,0.84344673,0.84344673
u accuse me of that goodfellas thing again and i will hunt you down!,1,jigsaw,u accuse me of that goodfellas thing again and i will hunt you down!,2,Hate Speech,Offensive,0.022838384,0.13443401,0.84272754,0.84272754
"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao",2,davidson,"true! i miss yall man, yall are my brothers. is mikey starting? and what about the chink? lmfao",0,Safe,Hate Speech,0.84005797,0.11958522,0.04035679,0.84005797
why are so many non jews celebrating when so many israeli jews support and back the influx of migrants into europe and north america it some sort of victory for jews but how is it a victory for non jews why would i give a rat ass,1,hatexplain,why are so many non jews celebrating when so many israeli jews support and back the influx of migrants into europe and north america it some sort of victory for jews but how is it a victory for non jews why would i give a rat ass,2,Hate Speech,Offensive,0.010933343,0.15305498,0.83601165,0.83601165
Two dyked fightin over a bitch lol gtfoh,1,davidson,two dyked fightin over a bitch lol gtfoh,2,Hate Speech,Offensive,0.008204232,0.157037,0.8347588,0.8347588
thSUCK A BIG FAT DICK MOGLUCY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!at,1,jigsaw,thsuck a big fat dick moglucy!!at,2,Hate Speech,Offensive,0.007137017,0.16516675,0.82769614,0.82769614
"You're going to try and make the argument 'if' you were Jewish???.
Look up the definition ,if you don't know it.
Your comment was anti-Semitic anyway you want to twist it, whether you're Jewish or not.
And you're not, hypothetical's don't give it validity,so don't play that angle.

You just answered your own question, that disregards the rest of your diatribe.
You said ' it's shameful practicing eugenics 'regardless of his being Jewish'.
There you go.
 The issue of whether eugenics is bad or not is another issue. 
But what difference does it make if he's Jewish or not?
Why mention it???
The issue of religious belief towards eugenics didn't come up in the article.
Religion wasn't a concern to Schnitzer. 
That is what makes it anti-Semitic, any way you try and twist it around.
That he is Jewish had nothing to do with the topic/issue.
You threw it in there. You're an anti-semite (and you're not Jewish, that analogy is irrelevant. There you go. You just put your foot in your mouth.",1,civil_comments,"you're going to try and make the argument 'if' you were jewish??. look up the definition ,if you don't know it. your comment was anti-semitic anyway you want to twist it, whether you're jewish or not. and you're not, hypothetical's don't give it validity,so don't play that angle. you just answered your own question, that disregards the rest of your diatribe. you said ' it's shameful practicing eugenics 'regardless of his being jewish'. there you go. the issue of whether eugenics is bad or not is another issue. but what difference does it make if he's jewish or not? why mention it?? the issue of religious belief towards eugenics didn't come up in the article. religion wasn't a concern to schnitzer. that is what makes it anti-semitic, any way you try and twist it around. that he is jewish had nothing to do with the topic/issue. you threw it in there. you're an anti-semite (and you're not jewish, that analogy is irrelevant. there you go. you just put your foot in your mouth.",0,Safe,Offensive,0.8261367,0.14934798,0.024515362,0.8261367
@BOSSBITCHDAPHNE yours a dyke&#128514;,1,davidson,yours a dyke face with tears of joy,2,Hate Speech,Offensive,0.019580262,0.15665722,0.82376254,0.82376254
"Cloud stay stealing peoples phrases first she takes jens by saying ""friend"" then she takes mine by saying ""my nigg"" get your own my nig dam",1,davidson,"cloud stay stealing peoples phrases first she takes jens by saying ""friend"" then she takes mine by saying ""my nigg"" get your own my nig dam",2,Hate Speech,Offensive,0.006373102,0.1743579,0.81926894,0.81926894
@georgiathenewsa you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh,2,davidson,you look like a welfare bitch compared to latinas i date and fuck. you need fashion and makeup tips tbh,1,Offensive,Hate Speech,0.004593587,0.81919855,0.17620789,0.81919855
arabs can barely build guided rockets,1,hatexplain,arabs can barely build guided rockets,2,Hate Speech,Offensive,0.0489128,0.13428079,0.8168064,0.8168064
"Faggot 

Go fuck McGreevy's loose asshole you cock suckin' abomination.",1,jigsaw,faggot go fuck mcgreevy's loose asshole you cock suckin' abomination.,2,Hate Speech,Offensive,0.005938238,0.18891071,0.80515105,0.80515105
dan made me watch into the spider verse the other day and i am literally going to kill all of you for months you have been giving me spidergwen this and spidergwen that but none of you told me about fat stupid peter parker,0,hatexplain,dan made me watch into the spider verse the other day and i am literally going to kill all of you for months you have been giving me spidergwen this and spidergwen that but none of you told me about fat stupid peter parker,2,Hate Speech,Safe,0.00805446,0.18739581,0.80454975,0.80454975
"""

 Jimbo Wales and Justin Berry 
It seems the owner of Wikipedia, Jimbo Wales, has developed a close personal relationship with 19 year old Justin Berry, the former underage camwhore and adult porn webmaster recently profiled in a series of New York Times articles by writer Kurt Eichenwald.  At Mr. Berry's request, Jimbo has deleted the entire Justin Berry article, along with its complete revision history, and its primary author has been indefinitely banned from editing Wikipedia for, get this, """"pedophile trolling,"""" which is apparently Wikipedia's description of dissent over its censorship.  Jimbo has also gutted the talk page, calling any criticism of Mr. Berry a """"personal attack,"""" and demanded the article be completely rewritten from scratch, presumedly by persons who can only parrot the mainstream media's spin on the tale.

Jimbo has also claimed that pictures of Mr. Berry appearing in the article are """"copyright violations"""", even though Wikipedia is filled with """"fair use"""" pictures whose copyright is owned by others, including screenshots of copyrighted television programs.  Mr. Berry is a news story.  I greatly doubt there are any copyright issues with using a picture of him archived forever on a plethora of search engines, and available to anyone, to illustrate the article.   

Way to go Jimbo, you're a rancid agenda-pushing piece of shit, and I greatly regret having contributed to your encyclopedic turd-pile.  Perhaps you should rename this endeavor """"The Oprah Encyclopedia.""""  Fuck you.  """,1,jigsaw,""" jimbo wales and justin berry it seems the owner of wikipedia, jimbo wales, has developed a close personal relationship with 19 year old justin berry, the former underage camwhore and adult porn webmaster recently profiled in a series of new york times articles by writer kurt eichenwald. at mr. berry's request, jimbo has deleted the entire justin berry article, along with its complete revision history, and its primary author has been indefinitely banned from editing wikipedia for, get this, """"pedophile trolling,"""" which is apparently wikipedia's description of dissent over its censorship. jimbo has also gutted the talk page, calling any criticism of mr. berry a """"personal attack,"""" and demanded the article be completely rewritten from scratch, presumedly by persons who can only parrot the mainstream media's spin on the tale. jimbo has also claimed that pictures of mr. berry appearing in the article are """"copyright violations"""", even though wikipedia is filled with """"fair use"""" pictures whose copyright is owned by others, including screenshots of copyrighted television programs. mr. berry is a news story. i greatly doubt there are any copyright issues with using a picture of him archived forever on a plethora of search engines, and available to anyone, to illustrate the article. way to go jimbo, you're a rancid agenda-pushing piece of shit, and i greatly regret having contributed to your encyclopedic turd-pile. perhaps you should rename this endeavor """"the oprah encyclopedia."""" fuck you. """,0,Safe,Offensive,0.801953,0.19392063,0.0041264393,0.801953
"Loren: Its laughable that a defense attorney would feign offense at lies, when vigorous defense often means pointing the finger at everyone except your client, spinning a vast web of often mutually exclusive fabrications until the jury is so shellshocked they reasonably doubt their own names.  Could it be that police are contradicting themselves because they are just as befuddled as the jury in those muddied waters of your design?",1,civil_comments,"loren its laughable that a defense attorney would feign offense at lies, when vigorous defense often means pointing the finger at everyone except your client, spinning a vast web of often mutually exclusive fabrications until the jury is so shellshocked they reasonably doubt their own names. could it be that police are contradicting themselves because they are just as befuddled as the jury in those muddied waters of your design?",0,Safe,Offensive,0.80085105,0.19428626,0.0048627276,0.80085105
@THYGOAT @ItsVinnyDoe_ those crackers will leave you parched asf,0,davidson,those crackers will leave you parched asf,2,Hate Speech,Safe,0.012530438,0.18934785,0.7981217,0.7981217
HOPE YOUR HEAD GETS CUT OFF AND SOMEONE WIPS THERE ASS WITH IT AND THEN STABS YOU IN YOUR HEART,2,jigsaw,hope your head gets cut off and someone wips there ass with it and then stabs you in your heart,1,Offensive,Hate Speech,0.006283391,0.7948918,0.19882481,0.7948918
