text,label,source
looks prime for some trash pick up,0,davidson
and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile,2,davidson
smirking face weary face leezy got all the bitches,1,davidson
u can just ask him to suck his dick not that hard white trash,1,davidson
niger,2,davidson
shit pic master hoe protecting ass bow tie nigger,1,davidson
"i'm partial, faggot..homo..both fairly describes the same sick twisted assholes out there.",2,davidson
"naa, just popped across my tl, so i commented. but nice try faggot!",1,davidson
teabaggers are anti american. hows it feel to hate your country?,1,davidson
i don't think they believe in their communities ability to function w/out whitey. they choose to be hustled by big gov't..,0,davidson
what do you want fag,2,davidson
your a fag,2,davidson
do it then pussy,1,davidson
ill fuck you til you love me faggot,1,davidson
shut up you stupid bitch,2,davidson
at least after nearly two decades of complete trash they put out atysyc to redeem themselves.,1,davidson
these niggas must be deaf. when's the last time you heard a roots song on the radio? quest don't get bitches!,1,davidson
i took it harder when rivera retired. i'm not a yankee fan but i have a lot of love and respect for em. especially the core 4,0,davidson
my pops is from new york. my family is yankee obsessed. my sister literally cried when she heard he was gonna,0,davidson
yeah wizards! agent zero bitches,1,davidson
or your in the ghetto,0,davidson
because it's hilarious how it makes teabaggers freak out. i'll do it again too.,1,davidson
whole hoe outchea..,1,davidson
"i was hangin' on them corners late pockets wasn't straight, bitch! i ain't gon make it at this rate, dawg.. know what i'm sayin?",1,davidson
i would have loved to watch newman bitch slap johnson i'd pay to see that,1,davidson
everybody knows that bitches love mullets pantiedropin,1,davidson
we need to grow mullets together so we can get all the bitches and can hate on us,1,davidson
also is search of dirty white trash hookers for the weekends,1,davidson
aww shit lol i want my money too bitch. who else i give one to?,1,davidson
oh you little bitch you. you tryna hit the fair tho today or sometime this week? shit might be fun drunk,1,davidson
"bitch better back up, katy's mine",1,davidson
"no, cpt commando is a hoe and a cocksucker",1,davidson
when a bitch look his way,1,davidson
and you know best about the bird moves..!!,0,davidson
why would a white man even go to a nigger hell hole of detroit? an i've worked in a town how. y'all good niggers!,1,davidson
"happy another group of 365 days, you weird ass son of a bitch. that's why we all love you, though. hoping there are riots in h-town",1,davidson
"kiss these nuts, bitch!",1,davidson
tyler isn't shit faggot go listen to some real music,1,davidson
fag,2,davidson
faggot,1,davidson
you don't know shit about me faggot bitch,2,davidson
absolutely retarded article,1,davidson
am i really a fag if i'm liking that video,1,davidson
fag,2,davidson
faggot,2,davidson
not funny u faggot,2,davidson
ugly goldigging cunt u probably have an uncircumcised penis faggot,1,davidson
ur brother looks so queer and ugly,2,davidson
red circle black circle red circle black circle red circle black circle no pressure hoe,1,davidson
"hoes saying ""eyebrows on fleek"" .. search it on twitter",1,davidson
"james, nobody (save a couple illiterate, inbred teabagger morons) gives a flying fuck about your ""revelations.""",1,davidson
<<best name on twitter ever!! aka; jewbacca<<second best name on twitter!!,0,davidson
damn your bitch really hoe'n for the f!!,1,davidson
"that's ""energy"" the city is ""electric"" gotta go to yankees stadium, when they are winning. it is truly ""electrifying""",0,davidson
nigger you are bigger than i am. do you even r4aper sec ?,1,davidson
"momma didn't raise no sukka, bitch!",1,davidson
use monkey maker you prick!,1,davidson
i hate that shit. like bitch don't ask me for shit makin me waste my time and your dumb ass ain't even using it.,1,davidson
"i remember his nephew lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. face with tears of joy loudly crying face dans so funny.",2,davidson
yep. texas is redneck heaven.,1,davidson
haha yuhh that hoe was funny,1,davidson
stank ass hoes haha,1,davidson
bitch,1,davidson
fuck you bitch lol,1,davidson
shut up bitch,1,davidson
suck a dick hoe,1,davidson
you're gay bitch,1,davidson
no bitch lol,1,davidson
lmao you're on my timeline it ain't spying hoe lol,1,davidson
"bitch you beat after losing twice lol and we won 11, you just a hater",1,davidson
bitch answer me lol,1,davidson
bitch you can't even say no lol,1,davidson
lmao you're a bitch boy,1,davidson
lol thanks bitch hahah vegas ain't ready for us lol,1,davidson
shut up bitch,1,davidson
that don't mean you're not balling lol shut up hoe lol,1,davidson
that means you're balling if you're jewish lol i don't love hoes lol,1,davidson
you're a bitch lol,1,davidson
no song i've heard was good is what i mean by he's trash,0,davidson
"please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. thanks.",1,davidson
they're both big bitches tho lol,1,davidson
good leave you stupid faggot,2,davidson
"huh, lol mad nigger is mad",2,davidson
you ain't got no hoes lil jess you're a lil guy,1,davidson
"neutral face who did you rob, them hoes like 4 online",1,davidson
bitch ass niggaa,1,davidson
"i say it all the time same with fag and queer it's all about the context i suppose, some people are just looking to get offended",1,davidson
the fact this bird ass nigger took my phone and did a light skin pose in school smh lol,1,davidson
time to call hoes,1,davidson
feels like it's been a year since i seen ya queer lolol,1,davidson
noo amber's supposed to kill me fag,1,davidson
did you say spray tan? charlie crist switches back to republican,0,davidson
don't let idiots that can't even spell retarded get you down.,1,davidson
awwe i love you too jenny! your so damn perf & not ugly. seriously dis bitch must be blind!,1,davidson
"it's also a bird, a city, and a math theorem. i make no assumptions!",0,davidson
i can trap anywhere i wanna just because i ain't a bitch n in rarely solo.,1,davidson
go on craigslist bitches be on there face with tears of joy face with tears of joy,1,davidson
my luck the bitch gonna drug me an i won't even kno what happened lmao,1,davidson
she can suck dick tho that's better than brownies,1,davidson
ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,1,davidson
you're a bitch,1,davidson
i can't be homeless in 2014.. but them bitches better not slip in 2015,1,davidson
bitch i might be,1,davidson
bitch you just an inch taller than me clapping hands clapping hands & we normal height jessyca and daysi are just some short bitches face with tears of joy,1,davidson
lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,2,davidson
savages day is like coloreds dat wrap day hoes like mummies,1,davidson
<i hates to interject but cans i have yo digits? i likes wiggers dat wanna be fucked by coloreds,1,davidson
happy birthday faggot,2,davidson
? are you a race traitor or just a dumbass?,1,davidson
hey jim you'll love this,1,davidson
"just like ""fat chicks need love too"" i guess. some jeffrey dommer type would be all over that sloppy ho.",1,davidson
"and how am i assume shit ,hmm cuz u don't know what fuck u talking about crackers these days.",2,davidson
tranny,0,davidson
no homo bro love ya to!! lets get some 151 an some malibu rum!! tech 9 this bitch haha,1,davidson
an just don't be a hoe about it! haha,1,davidson
bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye,1,davidson
you're such a bitch carlton. you're lucky your fathers a judge.,1,davidson
"you need to insert a chill pill up your ass. twice a day until your bitch assness goes away. if the problem persists, see a doctor.",1,davidson
"is such a retard! "" biden calls himself 'white boy' in meeting with black pastors",1,davidson
i guess blaspheme to your allah is ok if your pos muzzie huh?,2,davidson
sit down and stfu raghead,2,davidson
shut up faggot,1,davidson
but that bitch could care less about benghazi victims!,1,davidson
dog government jobs is the shit. i done got my last few off that bitch.,1,davidson
sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag,2,davidson
you're such a pussy,1,davidson
"is big cat a ""fat pussy"" joke?",1,davidson
go eat bear shit you fuckin yokel,1,davidson
dont talk to your hoe that way,1,davidson
lol wyo bitch,1,davidson
trash ain't it,0,davidson
like their players really been talking trash about bama.,0,davidson
you sound like you're pussy whooped. freelikeabird,1,davidson
"you're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. now sit your ass all the way down.",1,davidson
no good options left indeed. this president makes jimmy carter look like a piker. so sad.,0,davidson
true but then again i'm my opinion a hoe is someone who goes and sleeps with everybody,1,davidson
he's definitely trash. but if bill cohwer or stanford 's head coach want the job i'd hire them. with a new gm of course,0,davidson
loudly crying face pussy,1,davidson
he talkin bout we wanna be human and i'm just like .. bitch whet?,1,davidson
i'm a lil nigger?? wait till you see nigger. you ain't ready. i'm from chicago boy i ain't no pussy from the burbs. just wait,1,davidson
fuck no faggot,1,davidson
thuggery? cheating? talking trash? who's doing that besides jameis? and isn't nd in the middle of cheating issues?,0,davidson
"i didn't really have one, was aware of yankees, but always loved dodgers uniform!",0,davidson
yep. sobsi got my hopes up when a couple of the national guys (including that kiper/mcshay mock) had him slipping.,0,davidson
you wouldn't last a day there hoe.,1,davidson
she playin pussy hole bingo.she drawing the next number,1,davidson
"damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",2,davidson
"shut yo beaner ass up spic and hop your faggot ass back across the border little nigger, go listen to some pitbull",2,davidson
it always looks so nice! i was gonna buy this yellow one,0,davidson
shut up pussy,1,davidson
faggot,1,davidson
i know bout yo wack ass dreads nigger,1,davidson
nah you're a nigger,1,davidson
kik is for hoes.you either gone shit or get off the pot.,1,davidson
ain't no love 4 these hoes,1,davidson
shit he prolly is other than that everybody else trash,1,davidson
cowboys fans are cunts? stop the presses!,1,davidson
are we still talking about animals? i know some asian folks that would love to see how you prepare your pussy before eating it.,1,davidson
i'm not a bitch. take it back.,1,davidson
i totally think the something when bitches come across mine saying we are similar. uh no raised hand,1,davidson
bitch merry christmas,1,davidson
amen little mama. y does this old southern country bitch like you so much i don't know. but i do!,1,davidson
block or mute the cunt,1,davidson
"elissa would call me trash, vile, etc.!",0,davidson
"get a can of wasp spray. it shoots out 20 feet and cheaper than bear spay or mace, works just as good",0,davidson
or a southern bitch like me who will blow a persons heart out of their back w/one shot!!,1,davidson
"thank god i'm just an "" old redneck bitch"" from memphis ,tn. and not a troll",1,davidson
fuck u nigger,2,davidson
jus exsposin hoes on a whole different level loudly crying face face with tears of joy,1,davidson
"i want some..i'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub",1,davidson
"bitch, wake up!",1,davidson
"gross, ill stick with my galaxy, it will still receive those nips",1,davidson
not nappy head hoe though face with tears of joy face with tears of joy,1,davidson
if he wants bitches tip toein on his marble floors he will winking face,1,davidson
aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,1,davidson
unamused face forever 21 hoes,0,davidson
on sale ass hoes,1,davidson
big titty bitch lmao fuck it good party,1,davidson
where the fuck were you this summer bitch?,1,davidson
bye hoe,1,davidson
dnt use my shit against me hoe,1,davidson
negro please,1,davidson
yes u hoe,1,davidson
lmao. it bel ike that nowadays,0,davidson
dont favorite me you faggot,1,davidson
we need more opinionated bitches.moar,1,davidson
shut the fuck up faggot ass knicks cock sucker your opinion is irrelevant fag,1,davidson
teabaggers are extremely dumb..,1,davidson
drinking away this stress. you got some new hoes for us?,1,davidson
"pretty sure you meant flight and not flite, dumb ass cracker.",1,davidson
i didn't know you was following me hoe face with tears of joy,1,davidson
"oh but those last few that did.. charlie, wilma, jeanne..",0,davidson
politics isn't twitter coon lol,1,davidson
choke on something hoe,1,davidson
lmao cunt,1,davidson
fuck off my pussy boi bitch,1,davidson
me bitch im tryna keep a clean track record the fuck bruh,1,davidson
we dont love these hoes,1,davidson
is an evil hate whitey racist who thinks delbert belton deserved it.,2,davidson
"idk is she's actually from there lol, we followed a band. but we met a few bainbridgians. this bitch had like 4 teeth i swear lol",1,davidson
face with tears of joy face with tears of joy face with tears of joy face with tears of joy im joked out bitch you stupid!,1,davidson
likkadawgg turn up ya bitch..fw ya dawg man,1,davidson
tf bitch you had brain surgery and aint tell me??!?,1,davidson
make that llama your bitch,1,davidson
bitch. unamused face,1,davidson
"lets get a group together & do something negro, i'm home",1,davidson
ugly nigger,2,davidson
"it's funny how this page quoted my tweet about the term ""camel jockey"" bc i am a fucking arab you dumbass expressionless face",1,davidson
"thanks kass i respect you. not you annie, you're a bitch.",1,davidson
"i starting laughing ""worked out""..not b/c i think its funny that you work..throws phone in trash over butchered subtweet",0,davidson
bitch nigger,1,davidson
ily hoe cheer up pretti,1,davidson
lol tell that hoe grow up ahaha,1,davidson
fuck bitches,1,davidson
i know nigs,1,davidson
"yo bitch, i miss you too.",1,davidson
lmao girllaa i don't like em chunky anymore. face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with medical mask,0,davidson
dont get it twisted said aint playin ny state of mind when bitches is around clicks link,1,davidson
i woulda jus told skylar one night 'hey i got a flight in the mornin..you wit it or nah' while textin my brazilian bitch,1,davidson
lol this is why u my nig,1,davidson
he jus need to go to brazil get himself a bad brazilian bitch and jus relax,1,davidson
"if yo girl let them in, she a hoe..she belong to the world, why u cuffing her",1,davidson
why is he stressin himself this nig can be livin lik meech before he went to prison,1,davidson
your welcome my nig salute,1,davidson
bitch your yuck,1,davidson
"gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",2,davidson
im on that hoe now,1,davidson
lmaoo hell naw nigger you must was playing school of blind and cripple,1,davidson
"i feel the same way about the bigotry and racism of using the word ""redskins"".",0,davidson
shut up bitch it ainn complete witout money melle n it,1,davidson
yellow shirt hat turnt to da side,0,davidson
"along with the french blue and buggs bunny viis, and the oreo ivs.",0,davidson
please acknowledge my existence you amazing son of a bitch,1,davidson
do u still have ur blk. pom?,0,davidson
see bitch this is why you have no friends,1,davidson
"look here bitch if i wanted to be gramatically correct, i would have",1,davidson
im talking about the pucture of the pussy cat you nit twit,1,davidson
"him as well, they like their fried chicken,esp the spear chuckers.",1,davidson
he now resides on the mantle piece.,0,davidson
certainlt not the paddies,0,davidson
man city and the yankees have got together to form the 20th mls club.they begin playing in 2015.,0,davidson
"mr.cox,the chase me charlie of his day.bend over boy,while i conjugate your ae",1,davidson
not taking franks advice and he ate the yellow snow.,0,davidson
that twat barry hearne.it would seem to be all about there was no option for teams to share the venue.,1,davidson
the spear chuckers are flooding into upton park.,0,davidson
yankees beat then in the grapefruit league the other day.,0,davidson
"yankees playing tonight in the bronx,3rd game of the current series against the diamondbacks",0,davidson
"you remember,it used to be funny coloured paper.",0,davidson
"nahh , whatever you are spook or spic, i still don't like you . good day",2,davidson
"""bitches ain't shit but hoes with tricks""",1,davidson
do it i fucking dare you faggot,1,davidson
you cant call someone a fag if you're snuggling up with guys,1,davidson
so if your 17 and in high school you dont have your own house you fucking faggot,2,davidson
faggot,1,davidson
"""the stupidest bitch"" brb crying he called me stupid",1,davidson
"ohh mr i'm all tough cause i live in a retarded city thinks he's cool. people like you should be shoveling my snow, broke bum.",1,davidson
apply to thunder valley bitch,1,davidson
look here i'm a thirsty ass bummy ass bitch ass 17 year old niqqa. & i jus wanted to know if i can get a follow back please,1,davidson
when bet now i make sure that bitch is not involved that's 1 thing floyd and pac can agree on she screwed em both,1,davidson
i like him but i really doubt he even plays we already got a lot in the big man rotation committed to bosh bird mcbob & shawne,0,davidson
finished the essay and the quiz bitch,1,davidson
ok i just wanted to know bitch at 520 if you're not here i'm out,1,davidson
because ian's retarded,2,davidson
lol nigger them look like a combo of trash in your house & trash at the dump,1,davidson
on god niggaa be tryna say aids been out longer and shit like no bitch ebola been out here face with tears of joy,1,davidson
the bad bitch with them ugly ass nikes,1,davidson
lol i'm not you just can't be sad about things you can't control. but when you walk that stage my nigglet i'll be happy ),1,davidson
lmaoo face with tears of joy two hearts i think i want this bitch ya me tiene cansada but thanks face blowing a kiss wait hold up .. who u fighting flushed face,1,davidson
u stupid fuk head bitch,1,davidson
and the plastic surgery of a tranny.,1,davidson
quit being a baby & hit that patchouli pussy!,1,davidson
so she's retarded?,1,davidson
i think i did my job here! toodles to you bitches victory hand,1,davidson
speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else unamused face person raising hand eyes backhand index pointing right person pouting icu,1,davidson
io.. lol osi tangi! haha a tuku ho tangible terryn! atunga ho fie lea lahi mai!,0,davidson
if i can get this bitch to go -->>,1,davidson
bitch you know the lingo hoe lol,1,davidson
lol toughen up pussy,1,davidson
that hoe skilled,1,davidson
we gotta find this hoe,1,davidson
song trash..,0,davidson
"boi stop! aint no hoes in the 11th ward..never have been either, thats why nobody knew where our hood was..aint no hoes",1,davidson
"i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week..",2,davidson
is such a hoe . wear your shoes ya big bitch ..you missed the couch shot ray allen bailed you out ..pussy,1,davidson
r u a faggot?,1,davidson
that shit chunky lol,1,davidson
"carne asada, gallo pinto, tajadas verde, queso frito and a salad with milca",0,davidson
psh if a (sexy) bitch gotta sexy voice she can easily get shit goin,1,davidson
pussy,1,davidson
stop being a pussy.,1,davidson
ha ha look what this fag said lol,1,davidson
u pulled.that queer shit as spon as u put no homo lol,2,davidson
yep lmao. its been a hectic few weeks. waddup ho,1,davidson
go yankees,0,davidson
hahahh thank you fag boy! represent,1,davidson
exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya,1,davidson
inch that bitch out and flick it wit my tongue like a damn pinada,1,davidson
don't pay dem bitches and they dirty ass chucks no mind bro,1,davidson
"we gotta get like 20 heads to go. everyone brings tree, some bring food, bitches, and liquor of course.",1,davidson
"homemade angel food, yellow cake with half-inch chocolate frosting, devil's food to die for, pecan pie",0,davidson
"i was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!",0,davidson
is having a birthday so make sure you tell that bitch be happy. smiling face with sunglasses smiling face with smiling eyes party popper & celebrate without drugs prohibited,1,davidson
why were there penguins and a bird in the puppy bowl??,0,davidson
lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.,1,davidson
noo i am..lmfao and don't bitch me ya bitch,1,davidson
i volunteer to be guinea pig and help test it out smirking face person raising hand,0,davidson
lmao..nigger talking like he bag bitches,1,davidson
"i have never seen such ignorant, illiterate pieces of shit in my life. bring in natl guard & disperse this trash.",2,davidson
well pee is oft yellow.,0,davidson
says the scrawny nigger.,1,davidson
prairie nigger,1,davidson
haha alright well you gotta get here and see this bitch haha you'll scare the shit outta him i already have,1,davidson
haha no but i was ready to slap that bitch again he came walkin in my room to say hi while i was playin saints in my underwear --,1,davidson
bitch,1,davidson
fuck you bitch,1,davidson
all bitches all day all the time,1,davidson
fucking losers wetbacks sorry not sorry,2,davidson
; my ass just won't be on that hoe!,1,davidson
; so you about to purpose to charlie?,0,davidson
"""i'm a dirty ass nigger with a clean dick. fucked a bitch in her ass then she sucked my dick."" omg lil b we aren't ready.",1,davidson
"her face ugly to me, & her nudes were trash.",0,davidson
this hoe fire fire,1,davidson
face with tears of joy face with tears of joy my fault it sound like it fucc nicca,0,davidson
what you say bitch? selfies o nselfies,1,davidson
bare it bitch.see what i did there,1,davidson
keep them around so new bitches know they could be the next ex if they dont stay in line.,1,davidson
we're talking about fucking you right in the pussy,1,davidson
yer dirty pussy,1,davidson
do it pussy,1,davidson
"no woman deserves to be sole stomped like that. he is a bitch, and so is everyone watching doing nada.",1,davidson
statement of the day ppl who rt are even dumber than he is. the ole birds of a feather type of deal.,0,davidson
"our ""disco"" we used for disaster recovery was an awesome brownie points to how well built they are. most extreme conditions!",0,davidson
charlie day?,0,davidson
you sick bitch didnt even invite me,1,davidson
shut up bitch,1,davidson
"niggahs be like im draggn my nutts in 2 degree weather , out tgere frozed like a bitch",1,davidson
so your a dumb bitch?,1,davidson
ur so anal stfu for once u bitch,1,davidson
basically we ain't got room for basic bitches.,1,davidson
ha.. she got them bitches worked on,1,davidson
bitch i know you seen me tweet bout you,1,davidson
bitch bye.,1,davidson
bitch who is you?,1,davidson
face with tears of joy face with tears of joy face with tears of joy skull skull alright nah bitch you want play on twitter.,1,davidson
& you got cancer hoe,1,davidson
bitch you didn't feed me. you asked my to buy you a burger face with tears of joy face with tears of joy skull,1,davidson
bitch nobody want you,1,davidson
bitch that's why i'm bouta go to waffle,1,davidson
bitch you not coming,1,davidson
now we have a ebloa case in texas. if we kill all the niggers we might be safe.,2,davidson
i read that in his voice like a hoe face with tears of joy,1,davidson
fml both or half breed ex at the gym. ugh,1,davidson
nice pussy.,1,davidson
idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?,2,davidson
your a big yute to be having slits in your brows my darg lol drop it out,0,davidson
haha noo bitch now! backhand index pointing down stop playing games hoe! grinning face with sweat face with tears of joy,1,davidson
and the yankees gave you a win. ) happy birthday!!,0,davidson
- i'm jst fckn w/ you. face with tears of joy i've always wanted to jigg hella good too. we jst not wild enough to be in the circle cuz. loudly crying face,1,davidson
i don't bend that way queer. thanks for the offer it's flattering.,2,davidson
go back to nigeria faggot,2,davidson
ratchet white trash,1,davidson
some white bitch on facebook lol,1,davidson
get a real hair cut faggot. i served my country in the marines for 8 years. what have u done.,1,davidson
ur a fucking half breed dog. stop acting.,1,davidson
yall playful don't come dumb hoes,1,davidson
i've only like about 3 pair..they're overpriced trash ..,0,davidson
naw.. i'm trash.. keep ya pity hugs.. unamused face nail polish,0,davidson
booty wop sided as hell,1,davidson
two birds with one stone biggs.,0,davidson
pussy,1,davidson
"hey teabagger the benghazi thing is a joke. 13 benghazis under bush, no hearings. more on benghazi than real 9-11 attack",0,davidson
they bout to try and hoe you next,1,davidson
what are you doing up right now tavares. kickin my bitch to curb for being too dramatic again?,1,davidson
"reason for why he only rap about pussy.. "" what am i supposed to talk about?"" smh how bout you make music that ain't negative!",1,davidson
face with tears of joy face with tears of joy face with tears of joy you're a coon,2,davidson
"i'm apparently the ""good luck chuck"" of bitches. -.-",1,davidson
y'all both trash,1,davidson
i want some clams on the half shell -),0,davidson
you date colored men?,0,davidson
here's my opinion on the matter.. she's a cunt.,1,davidson
"well, wouldn't coast you that much but i don't see you going bass fishing with a bunch of rich rednecks either.",1,davidson
you hoes ain't loyal waving hand,1,davidson
nigger caping for the bitch like we haven't all seen her nudes already.. what does he want tf,1,davidson
crying cat pussy whipped,1,davidson
she doin homework you jiggaboo. let her be,1,davidson
nigger what. 11-5 without a warm up and you traveled like a bitch,1,davidson
stick to the court hoe,1,davidson
bitch follow me,1,davidson
"i hope so, the bitch was annoying! i think, she thought she was smart or something!",1,davidson
lol! that was a cyber bitch slap for sure!,1,davidson
<< where'd you go big mouth bitch?busy choking on that cock i told you to find?,1,davidson
don't trash jersey..odds are..you wouldn't last 10 minutes around here! go back to watching barney!,0,davidson
"bwahaa i just choked on an oreo cookie!i'm figuring, this may have something to do with it!",0,davidson
"breeding a nation of pussies, now how the hell is a man, a man..if he's a pussy!i'm concerned, we have pussies & psycho's!",1,davidson
"yeah, i seen you tweet about bitch & block. i used it..it fits!",1,davidson
"yeah..i try not to follow them zulu looking bitches. muslims flat out no way!i use my sheets on my bed, not my head!",1,davidson
lol! it's an acronym for that hoe over there.,1,davidson
it's retarded. ignore the harlem shake fad and hope it goes away soon.,0,davidson
so everybody knw i mis-spell shit face with tears of joy .. ion proof read shit!! let ah bitch call me dumb ima back dey ass up smiling face with sunglasses,1,davidson
"yeah! me too. my people, the women, laff at the set apart men.. they love the real niggas or niggers.",2,davidson
but bitch nobody was wanting your ass. u assumed that cuz u let dogs run up in yo filth & u think i want some of it..not!,1,davidson
"they have mix, not all are retards. aap is maoists, terrorists,congies and delusional retards",2,davidson
but she got a pussy now which makes him a her. and she's bad. so..,1,davidson
atlanta niggas bay niggas gotta chill. rt i'm shitting on you hoes.,1,davidson
stfu nigguh i've been reading the manga for the longest and you know that,1,davidson
poor poor parker has nothing..without aaryn 2 bitch about no 1 would even know he was around a looser,1,davidson
dat bitch a tampon,1,davidson
face with tears of joy face with tears of joy face with tears of joy a box full of yellow crayons.,0,davidson
"face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy i gotta keep my ""hoes"" on private.",1,davidson
hey aklve! im taking out the black ghetto trash. youre blocked nigger,2,davidson
i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch face with tears of joy loudly crying face,1,davidson
man y'all niggas chill man i'm high af tho . y'all niggas ain't even tell me who the hoe is sleeping face raised hand,1,davidson
what did i prove for you? that you're blissfully ignorant? group thinker? political chump and race traitor?,0,davidson
yellow bone be oh so easy wit da name callin b,0,davidson
belle bitch?,1,davidson
you went iinn on this hoe bro!!,1,davidson
omg my mom did it on christmas once if i hadn't been the hostess that year i would've slit her throat,1,davidson
you and should name a group called mob - moaning old bitches,1,davidson
"shut the fuck up you cry baby, all you do is bitch and whine about life, shits retarded.",1,davidson
uh oh its 9/11 what you gonna preach and cry about today faggot.,1,davidson
fag,1,davidson
i just wanted brownies man,0,davidson
i'll trade you one car drift for brownies.,0,davidson
fake niggah! they fake!,1,davidson
shit gettin money fuckin hoes uk how dat go lmaoo,1,davidson
doesn't wife these bitches,1,davidson
"but seriously, it's the only reason i use a mega whatsoever. pure favoritism. also those sweet fuzzy wings.",0,davidson
he seems like a weak faggot so probably yea,1,davidson
i almost have enough rank to buy some stuff from the purple bitch. what should i buy from the exotic guy?,1,davidson
buck beaners & security started pushing him & that jetsgreen faggot around,1,davidson
slutty ass dykes,1,davidson
lol i already made it. i'm waiting on my brownies to finish smiling face with sunglasses,0,davidson
nigger yes you do! take me on a ride in that bitch pleasee,1,davidson
free world bitch,1,davidson
rams are for fags,1,davidson
"you don't want to battle, you shook cause ain't no such things as half way crooks ..bitch",1,davidson
"you're still a free world bitch , don't deserve your 313 area code !",1,davidson
yeah i like them too but im not annoying ass bitch about it. support them but dont bitch,1,davidson
i'm gonna tell my friend not to buy your scuf now dumb chink frail pussy,1,davidson
use coconut oil faggot,1,davidson
this shit sorry than a hoe,1,davidson
it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass,0,davidson
"i don't suck tho, you're just mad because you're trash and i carried you. you always had 0 points",0,davidson
the witches took them hoe,1,davidson
nvm thought we were talking fifa sorry matt you're not trash at zombies,1,davidson
it's got good mojo for sure. paybacks a bitch,1,davidson
you're saying zebras are goth?,0,davidson
nice pussy.,1,davidson
"i'm not trying to be critical but jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves",0,davidson
"miss you ya fucker, send me a txt every now and again like ya used to all ill do the same ya twat p",1,davidson
yes. touch my bitch? get ya shit knocked,1,davidson
lucky as bitch ft. juicy j,1,davidson
i hope you get better soon! colds are for the birds,0,davidson
u aint bout it wop,1,davidson
stop calling her a bitch crystal voice,1,davidson
yes bitch. neutral face face with tears of joy,1,davidson
what kind of hoe are you dressing up as?,1,davidson
face with tears of joy welcome back b.. without your daily rants my tl was trash af,0,davidson
ee you got the hoes,1,davidson
be my guest. i want to be a bird i think,0,davidson
like the cure time when u shut da fuck up from gettin in other folks bizness like a lil bitch,1,davidson
we block us then and see what happens. you think we on ya high yellow ass now. just watch,1,davidson
t.o. was a faggot crybaby,2,davidson
stfu hoe face with tears of joy face with tears of joy face with tears of joy,1,davidson
bitch fuck you get out my mentions malzeno!,1,davidson
would be funnier if america and not pussy canada.,1,davidson
i smiled first and then you mugged . so of course ima mugg back. can't bitch out lol,1,davidson
thank you for proving my bitch ass wrong tonight.,1,davidson
ya 5 games are you a retard?,1,davidson
"lmaoo dj's stranger danger, im just a coon.",1,davidson
am not down with gay shit u better ask my bitch,1,davidson
bitch you can get to.,1,davidson
bring yo bitch ass whith em jump in want to and get yo ass beat up,1,davidson
hoe i'm at work til like 8,1,davidson
stop looking porn fag,1,davidson
bitch i told you to hit me when you got back,1,davidson
cuz bitches love cheesy,1,davidson
you a fag b,2,davidson
stop being bitchy bitch,1,davidson
"tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap",0,davidson
ha!! the shyt niggas tell hoes 2 ho wanna be more..,1,davidson
follow me bitch lol u too good to follow back ha ha,1,davidson
cant the yankees make some last weeks moves??,0,davidson
anything to trash this black president!!,2,davidson
"just got his pussy kicked, he's out, done, wins, per fox news.. election2014 tcot gop teaparty p2",1,davidson
"in many areas has that look, but need to see bean count-said it before, beans are a bitch-tend to do what you don't expect",1,davidson
was like had some gas cause i hit that bitch one time and ended up talkin shit all night bitch was fried face with tears of joy,1,davidson
"i am brown, while you are black and ignorant, your stupidity makes me sick, typical thug looking nigger.",1,davidson
thats why the hoes love her..they can relate to being lonely & depressed lol,1,davidson
"it's 's favorite fucking jam! i haven't seen it, but judging by there being a little girl in it, it's probably trash",1,davidson
you tryna say i'm a pussy? of course i'm tryna slam. i ain't no pussy duu,1,davidson
keep ya draws on hoe!!,1,davidson
